LECROYWP725Zi,55714,Waveform
Segments,1,SegmentSize,402
Segment,TrigTime,TimeSinceSegment1
#1,17-Jun-2022 16:18:06,0                 
Time,Ampl
5.089978e-08,0.0162491
5.092478e-08,0.0123651
5.094978e-08,0.00709384
5.097478e-08,-0.000327481
5.099978e-08,-0.0085811
5.102478e-08,-0.016696
5.104978e-08,-0.0248803
5.107478e-08,-0.0304983
5.109978e-08,-0.0327871
5.112478e-08,-0.0297353
5.114978e-08,-0.0234931
5.117478e-08,-0.0171815
5.119978e-08,-0.0103844
5.122478e-08,-0.00226951
5.124978e-08,0.00868908
5.127478e-08,0.0206187
5.129978e-08,0.030745
5.132478e-08,0.0375421
5.134978e-08,0.0397615
5.137478e-08,0.0367098
5.139978e-08,0.0284561
5.142478e-08,0.0192315
5.144978e-08,0.0128506
5.147478e-08,0.00979881
5.149978e-08,0.00709384
5.152478e-08,0.00487438
5.154978e-08,0.00237749
5.157478e-08,-0.000882346
5.159978e-08,-0.00490512
5.162478e-08,-0.00712458
5.164978e-08,-0.0039341
5.167478e-08,0.00216941
5.169978e-08,0.00612282
5.172478e-08,0.00771806
5.174978e-08,0.00757935
5.177478e-08,0.00542924
5.179978e-08,0.00279363
5.182478e-08,0.00320978
5.184978e-08,0.00563732
5.187478e-08,0.00882779
5.189978e-08,0.0106311
5.192478e-08,0.00757935
5.194978e-08,0.000296742
5.197478e-08,-0.00802623
5.199978e-08,-0.0130894
5.202478e-08,-0.0130894
5.204978e-08,-0.00871982
5.207478e-08,-0.00102106
5.209978e-08,0.00799549
5.212478e-08,0.0146539
5.214978e-08,0.0162491
5.217478e-08,0.0125038
5.219978e-08,0.00431951
5.222478e-08,-0.00587613
5.224978e-08,-0.0151008
5.227478e-08,-0.018638
5.229978e-08,-0.0160718
5.232478e-08,-0.00837302
5.234978e-08,0.00161455
5.237478e-08,0.010215
5.239978e-08,0.0164572
5.242478e-08,0.017775
5.244978e-08,0.0165959
5.247478e-08,0.0134748
5.249978e-08,0.011186
5.252478e-08,0.00875843
5.254978e-08,0.00473566
5.257478e-08,-0.00282437
5.259978e-08,-0.00955211
5.262478e-08,-0.013783
5.264978e-08,-0.0134362
5.267478e-08,-0.00698586
5.269978e-08,-0.000882346
5.272478e-08,0.00383401
5.274978e-08,0.00924394
5.277478e-08,0.0145152
5.279978e-08,0.0186073
5.282478e-08,0.0181218
5.284978e-08,0.0148619
5.287478e-08,0.0129199
5.289978e-08,0.0124344
5.292478e-08,0.0127812
5.294978e-08,0.0147926
5.297478e-08,0.0164572
5.299978e-08,0.0163878
5.302478e-08,0.0166653
5.304978e-08,0.0148619
5.307478e-08,0.0125731
5.309978e-08,0.011186
5.312478e-08,0.0116021
5.314978e-08,0.0141684
5.317478e-08,0.0171508
5.319978e-08,0.0198557
5.322478e-08,0.0194396
5.324978e-08,0.0147232
5.327478e-08,0.00903587
5.329978e-08,0.00591475
5.332478e-08,0.00730191
5.334978e-08,0.0105617
5.337478e-08,0.0133361
5.339978e-08,0.0122957
5.342478e-08,0.00757935
5.344978e-08,0.00286299
5.347478e-08,0.00265492
5.349978e-08,0.00723256
5.352478e-08,0.0108392
5.354978e-08,0.0100069
5.357478e-08,0.00556796
5.359978e-08,0.000227384
5.362478e-08,-0.00650036
5.364978e-08,-0.00962147
5.367478e-08,-0.00580677
5.369978e-08,0.00320978
5.372478e-08,0.0136829
5.374978e-08,0.02048
5.377478e-08,0.0210348
5.379978e-08,0.0162491
5.382478e-08,0.00979881
5.384978e-08,0.00653897
5.387478e-08,0.00515181
5.389978e-08,0.00425016
5.392478e-08,0.00286299
5.394978e-08,-0.000535556
5.397478e-08,-0.00615356
5.399978e-08,-0.0108006
5.402478e-08,-0.0119103
5.404978e-08,-0.00587613
5.407478e-08,0.00487438
5.409978e-08,0.0191622
5.412478e-08,0.0297739
5.414978e-08,0.0313692
5.417478e-08,0.0267222
5.419978e-08,0.0176363
5.422478e-08,0.00542924
5.424978e-08,-0.00636164
5.427478e-08,-0.0129507
5.429978e-08,-0.0105925
5.432478e-08,-0.000674272
5.434978e-08,0.011186
5.437478e-08,0.0197864
5.439978e-08,0.022422
5.442478e-08,0.0179831
5.444978e-08,0.010215
5.447478e-08,0.000990323
5.449978e-08,-0.00629228
